Organisation Name,Purchase Order Number,Order Date,Total Value,Supplier Name,Account Name,Service
Rochdale Borough Council,d1086609,31/03/2020,"£5,400.00",GROUNDWORK LANDSCAPES LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003467,31/03/2020,"£12,600.00",HBP STRUCTURAL CONSULTANTS LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,e1030133,31/03/2020,"£33,599.97",POSITIVE STEPS,EXTERNALLY MANAGED FUNDS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030134,31/03/2020,"£975,000.00",INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030135,31/03/2020,"£950,000.00",INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008881,31/03/2020,"£6,384.79",MANCHESTER CITY COUNCIL,CONTRACTS,RESOURCES
Rochdale Borough Council,f1008882,31/03/2020,"£13,923.39",MANCHESTER CITY COUNCIL,CONTRACTS,RESOURCES
Rochdale Borough Council,f1008883,31/03/2020,"£44,512.07",MANCHESTER CITY COUNCIL,CONTRACTS,RESOURCES
Rochdale Borough Council,f1008885,31/03/2020,"£6,384.79",MANCHESTER CITY COUNCIL,CONTRACTS,RESOURCES
Rochdale Borough Council,f1008886,31/03/2020,"£13,923.39",MANCHESTER CITY COUNCIL,CONTRACTS,RESOURCES
Rochdale Borough Council,f1008887,31/03/2020,"£44,512.07",MANCHESTER CITY COUNCIL,CONTRACTS,RESOURCES
Rochdale Borough Council,r1002576,31/03/2020,"£69,333.90",P CASEY AND CO LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002577,31/03/2020,"£24,524.55",P CASEY AND CO LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002581,31/03/2020,"£6,300.43",ROCHDALE DEVELOPMENT AGENCY,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,s1025853,31/03/2020,"£6,890.00",K P DODD CONSTRUCTION LIMITED,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1025854,31/03/2020,"£5,459.78",UPS BUILDING AND MAINTENANCE LTD,TRANSACTIONS-EXPENDITURE,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1019917,31/03/2020,"£9,000.00",REAL TRUST,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1086595,30/03/2020,"£7,000.00",REDACTED - PERSONAL DATA,OTHER POST MORTEMS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086589,30/03/2020,"£18,700.00",JAMIE EDWARD ROBINSON,OTHER POST MORTEMS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086590,30/03/2020,"£9,500.00",APC PATHOLOGY LTD,OTHER MEDICAL EXPENSES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086591,30/03/2020,"£12,500.00",OEADS LIMITED,OTHER MEDICAL EXPENSES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086592,30/03/2020,"£10,400.00",MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,CHILDRENS POST MORTEMS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086593,30/03/2020,"£10,600.00",KBP SERVICES LIMITED,MEDICAL FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086594,30/03/2020,"£9,600.00",HIGH PEAK FORENSICS LTD,OTHER POST MORTEMS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086597,30/03/2020,"£5,355.00",JGM AGENCY,PUBLICITY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003459,30/03/2020,"£26,609.21",FW SHERRATT LTD,ROADWORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,ph104259,30/03/2020,"£15,089.04",BIG LIFE CENTRES,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,ph104260,30/03/2020,"£5,546.88",BIG LIFE CENTRES,PROFESSIONAL FEES,PUBLIC HEALTH
Rochdale Borough Council,ph104261,30/03/2020,"£5,000.00",SALFORD CITY COUNCIL,AGMA,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104262,30/03/2020,"£5,000.00",KENYON BLOCK CONSULTANTS LTD,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104263,30/03/2020,"£5,000.00",KENYON BLOCK CONSULTANTS LTD,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104264,30/03/2020,"£5,000.00",KENYON BLOCK CONSULTANTS LTD,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104265,30/03/2020,"£5,000.00",KENYON BLOCK CONSULTANTS LTD,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1025850,30/03/2020,"£15,500.00",PETRUS COMMUNITY,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1025851,30/03/2020,"£23,270.00",IMOSPHERE LIMITED,IT MAINTENANCE,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002079,30/03/2020,"£5,763.71",ALTERNATIVE FUTURES GROUP LTD,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002076,28/03/2020,"£5,974.76",ALTERNATIVE FUTURES GROUP LTD,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002077,28/03/2020,"£5,959.03",ALTERNATIVE FUTURES GROUP LTD,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002078,28/03/2020,"£5,765.31",ALTERNATIVE FUTURES GROUP LTD,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d2002290,27/03/2020,"£5,000.00",SOCITM LTD,CONSULTANT FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002291,27/03/2020,"£21,094.08",IDOX SOFTWARE LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003451,27/03/2020,"£30,000.00",REACH PUBLISHING SERVICES LTD,ADVERTISING,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003456,27/03/2020,"£70,200.00",UNITY PARTNERSHIP LTD,CONSULTANT FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002685,27/03/2020,"£21,250.00",EXCLUSEC,SECURITY,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,ph104256,27/03/2020,"£5,075.00",FOOD SAFETY SOLUTIONS LTD,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086551,26/03/2020,"£122,300.00",FORENSICS LTD,WITNESSES EXPENSES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086557,26/03/2020,"£63,300.00",REDACTED - PERSONAL DATA,MEDICAL FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086558,26/03/2020,"£26,500.00",REDACTED - PERSONAL DATA,MEDICAL FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086559,26/03/2020,"£44,900.00",REDACTED - PERSONAL DATA,MEDICAL FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086570,26/03/2020,"£60,500.00",REDACTED - PERSONAL DATA,MEDICAL FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086545,26/03/2020,"£8,691.94",ROCHDALE TOWN CENTRE MANAGEMENT LTD,GRANTS TO THE NON VOLUNTARY SECTOR,ECONOMY DIRECTORATE
Rochdale Borough Council,d1086553,26/03/2020,"£133,000.00",BATE AND HOLLAND FUNERAL SERVICES LTD,UNDERTAKERS COSTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086554,26/03/2020,"£7,000.00",RALPH LIVESEY,PROVISIONS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086565,26/03/2020,"£280,000.00",THE PENNINE ACUTE HOSPITALS NHS TRUST,MORTUARY CHARGES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086571,26/03/2020,"£20,000.00",BRAKE BROS LTD,PROVISIONS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086575,26/03/2020,"£44,321.81",M N PROPERTY CONSULTANTS,MISC INS ALL RISK,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086577,26/03/2020,"£250,000.00",GENR8 ROCHDALE LTD,PROFESSIONAL FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003441,26/03/2020,"£20,000.00",UNITY PARTNERSHIP LTD,CONSULTANT FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003444,26/03/2020,"£750,000.00",BALFOUR BEATTY LIVING PLACES,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003447,26/03/2020,"£152,398.00",JACKSON JACKSON AND SONS LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030117,26/03/2020,"£29,523.20",AXIOM EDUCATION ROCHDALE LIMITED,MEALS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030118,26/03/2020,"£5,000.00",MONARCH EDUCATION LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008869,26/03/2020,"£20,255.00",BLOOM PROCUREMENT SERVICES LTD,AGENCY STAFF,RESOURCES
Rochdale Borough Council,f1008870,26/03/2020,"£20,255.00",BLOOM PROCUREMENT SERVICES LTD,AGENCY STAFF,RESOURCES
Rochdale Borough Council,f1008871,26/03/2020,"£9,810.00",BLOOM PROCUREMENT SERVICES LTD,AGENCY STAFF,RESOURCES
Rochdale Borough Council,f1008872,26/03/2020,"£9,810.00",BLOOM PROCUREMENT SERVICES LTD,AGENCY STAFF,RESOURCES
Rochdale Borough Council,f1008874,26/03/2020,"£6,300.00",EUROPIA,PROJECTS,RESOURCES
Rochdale Borough Council,ph104244,26/03/2020,"£32,158.20",LINK4LIFE CHARITY,SEVERANCE PAYMENTS,PUBLIC HEALTH
Rochdale Borough Council,ph104246,26/03/2020,"£6,617.93",BRAHM FUNDCO 1 LTD,RENTS,PUBLIC HEALTH
Rochdale Borough Council,ph104249,26/03/2020,"£10,213.16",RIS PRODUCTS LTD,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,ph104250,26/03/2020,"£9,832.16",RIS PRODUCTS LTD,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,w1002074,26/03/2020,"£55,000.00",TAMESIDE METROPOLITAN BOROUGH COUNCIL,SERVICE LEVEL AGREEMENTS,COMMISSIONING AND STATUTORY
Rochdale Borough Council,w1002075,26/03/2020,"£7,700.00",LBPM LTD,CONSULTANT FEES,COMMISSIONING AND STATUTORY
Rochdale Borough Council,x1019898,26/03/2020,"£16,000.00",EDEN BROWN LTD,INDEPENDENT UNITS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1086538,25/03/2020,"£6,123.75",SAFETY IN NUMBERS SECURITY SERVICES LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086540,25/03/2020,"£1,600,000.00",GENR8 ROCHDALE LTD,NEW CONSTRUCTION,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003438,25/03/2020,"£5,619.14",CORONA ENERGY RETAIL 4 LIMITED,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003439,25/03/2020,"£22,449.79",FW SHERRATT LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003440,25/03/2020,"£7,450.00",FW SHERRATT LTD,ROADWORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002677,25/03/2020,"£10,242.50",ALLIANCE DISPOSABLES LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030110,25/03/2020,"£18,677.00",TAMESIDE METROPOLITAN BOROUGH COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030111,25/03/2020,"£44,000.00",HOPWOOD HALL COLLEGE,SEN COSTS MET BY SCHOOLS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030112,25/03/2020,"£11,205.54",OLDHAM COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008865,25/03/2020,"£7,692.00",TAMESIDE METROPOLITAN BOROUGH COUNCIL,OCCUPATIONAL HEALTH,RESOURCES
Rochdale Borough Council,f1008866,25/03/2020,"£13,595.09",CRITIQOM LIMITED,PRINTING & STATIONERY,RESOURCES
Rochdale Borough Council,f1008867,25/03/2020,"£34,674.07",CRITIQOM LIMITED,POSTAGE,RESOURCES
Rochdale Borough Council,s1025848,25/03/2020,"£19,800.00",TUNSTALL HEALTHCARE (UK) LTD,EQUIPMENT - GENERAL,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d1086525,24/03/2020,"£26,076.00",STANDARD FUEL OILS,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d1086526,24/03/2020,"£34,079.23",M N PROPERTY CONSULTANTS,MISC INS ALL RISK,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002284,24/03/2020,"£17,882.44",CIVICA UK LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002285,24/03/2020,"£18,885.00",COMMUNICATE TECHNOLOGY PLC,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002287,24/03/2020,"£20,000.00",QA LTD,TRAINING,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002288,24/03/2020,"£8,370.00",CORPORATE DIRECT EUROPE LIMITED,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d3003429,24/03/2020,"£5,000.00",B AND M WASTE SERVICES,ONGOING DISBURSEMENTS,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003431,24/03/2020,"£15,000.00",EDF ENERGY 1 LIMITED,ELECTRICITY,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003432,24/03/2020,"£17,785.00",C E S LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003433,24/03/2020,"£11,796.00",C E S LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030101,24/03/2020,"£10,720.21",BGR ROOFING AND WATERPROOFING LTD,REPAIRS & ALTS OF BUILDINGS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030106,24/03/2020,"£6,657.60",EVIDENCE BASED PSYCHOLOGY HUB LTD,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008862,24/03/2020,"£5,708.80",HEALTH MANAGEMENT LIMITED,OCCUPATIONAL HEALTH,RESOURCES
Rochdale Borough Council,r1002567,24/03/2020,"£13,649.22",BALFOUR BEATTY LIVING PLACES,SITE INVESTIGATION,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002568,24/03/2020,"£21,465.00",WSP LTD UK,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002569,24/03/2020,"£25,165.00",WSP LTD UK,CONSULTANT FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1086515,23/03/2020,"£359,671.00",BETHELL CONSTRUCTION LTD,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003412,23/03/2020,"£5,870.00",MONITORED GUARDING LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003423,23/03/2020,"£8,700.00",LITTERBOSS LTD,SPECIFIED MAINTENANCE,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003428,23/03/2020,"£9,000.00",G2 RECRUITMENT SOLUTIONS LTD,AGENCY STAFF,ECONOMY DIRECTORATE
Rochdale Borough Council,e1030095,23/03/2020,"£18,495.00",IDOX SOFTWARE LTD,CONTRACTED SERVICES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1002563,23/03/2020,"£35,129.72",BLOOM PROCUREMENT SERVICES LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002564,23/03/2020,"£5,000.00",LAMBERT SMITH HAMPTON GROUP LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002565,23/03/2020,"£26,775.00",WSP LTD UK,CONSULTANT FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002566,23/03/2020,"£15,405.00",WSP LTD UK,CONSULTANT FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,s1025840,23/03/2020,"£13,905.00",RCD LEAFLET DISTRIBUTION,PUBLICITY,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d2002277,20/03/2020,"£15,804.00",UPDATA INFRASTRUCTURE UK LTD,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003406,20/03/2020,"£5,619.14",CORONA ENERGY RETAIL 4 LIMITED,IMPROVEMENTS-MODERNISATION,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002559,20/03/2020,"£27,750.00",DONALD INSALL ASSOCIATES,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,w1002069,20/03/2020,"£90,650.55",ROSS CARE,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002070,20/03/2020,"£115,776.80",ROSS CARE,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002071,20/03/2020,"£62,834.23",ROSS CARE,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,d1086499,19/03/2020,"£5,952.00",STEPPING STONE PROJECTS,PROJECTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003399,19/03/2020,"£39,984.40",GTM ELECTRICAL SERVICES LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003400,19/03/2020,"£17,339.21",KABERRY CONSTRUCTION LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003403,19/03/2020,"£316,441.74",COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,PFI SCHEMES RPIX,PROPERTY AND HIGHWAYS
Rochdale Borough Council,s1025833,19/03/2020,"£29,050.00",ACTION FIRST ASSESSMENTS LTD,FEES / COMMISSION,COMMISSIONING AND STATUTORY
Rochdale Borough Council,w1002067,19/03/2020,"£140,000.00",HEALTHWATCH ROCHDALE,SERVICE LEVEL AGREEMENTS,COMMISSIONING AND STATUTORY
Rochdale Borough Council,x1019875,19/03/2020,"£50,000.00",BALTIMORE CONSULTING LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030071,18/03/2020,"£37,145.00",TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1086480,18/03/2020,"£10,105.28",NORTHGATE VEHICLE HIRE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086486,18/03/2020,"£5,000.00",J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,ENVIRONMENTAL WORKS LANDSCAPE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002271,18/03/2020,"£7,409.50",CIVICA UK LIMITED,SOFTWARE,RESOURCES
Rochdale Borough Council,d3003394,18/03/2020,"£5,000.00",ARROW BUSINESS COMMUNICATIONS LTD,TELEPHONE EXPENDITURE,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002553,18/03/2020,"£57,616.88",ROCHDALE DEVELOPMENT AGENCY,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,r1002555,18/03/2020,"£5,950.00",WSP LTD UK,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,s1025826,18/03/2020,"£5,127.43",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,e1030053,17/03/2020,"£38,904.50",TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1086461,17/03/2020,"£5,385.00",I BRANDED LTD,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086475,17/03/2020,"£13,250.00",THE FOUNTAIN COMPANY LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002267,17/03/2020,"£11,081.00",SYSOP LTD,TRAINING,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002268,17/03/2020,"£50,284.08",CIVICA UK LIMITED,IT MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002656,17/03/2020,"£10,505.15",PHS GROUP PLC,HYGIENE EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030035,17/03/2020,"£23,645.90",THE MANCHESTER COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030038,17/03/2020,"£44,373.84",OLDHAM COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030042,17/03/2020,"£131,018.55",HOPWOOD HALL COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008847,17/03/2020,"£29,435.59",CHILDCARE VOUCHERS LIMITED,TRANSACTIONS-EXPENDITURE,RESOURCES
Rochdale Borough Council,f1008849,17/03/2020,"£29,565.35",CHILDCARE VOUCHERS LIMITED,TRANSACTIONS-EXPENDITURE,RESOURCES
Rochdale Borough Council,s1025822,17/03/2020,"£6,037.15",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1019866,17/03/2020,"£12,000.00",RANDSTAD EDUCATION,INDEPENDENT UNITS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1086445,16/03/2020,"£7,380.78",RADIODETECTION LIMITED,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086456,16/03/2020,"£33,075.00",THE PENNINE ACUTE HOSPITALS NHS TRUST,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002260,16/03/2020,"£5,000.00",FLUX IT  LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002261,16/03/2020,"£5,710.00",SPECIALIST COMPUTER CENTRES PLC,TRANSACTIONS-INCOME,CONTROL ACCOUNT
Rochdale Borough Council,d2002262,16/03/2020,"£6,409.12",SOFTCAT LTD,IT EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003382,16/03/2020,"£26,371.57",VIRGIN MEDIA BUSINESS,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003383,16/03/2020,"£18,308.00",NATIONAL GRID GAS PLC,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003384,16/03/2020,"£35,816.00",NATIONAL GRID GAS PLC,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003386,16/03/2020,"£5,000.00",ARROW BUSINESS COMMUNICATIONS LTD,TELEPHONE EXPENDITURE,ECONOMY DIRECTORATE
Rochdale Borough Council,ph104236,16/03/2020,"£10,213.16",RIS PRODUCTS LTD,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,d2002259,13/03/2020,"£9,845.00",ORANGE CYBERDEFENSE UK LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030026,13/03/2020,"£36,251.00",OLDHAM COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030028,13/03/2020,"£26,393.00",OLDHAM COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030030,13/03/2020,"£11,131.26",ROCHDALE SIXTH FORM COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph104233,13/03/2020,"£135,701.00",PENNINE CARE NHS,PH PENNINE CARE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,ph104234,13/03/2020,"£9,600.00",MAVERICK LAB CIC,TRAINING,COMMISSIONING AND STATUTORY
Rochdale Borough Council,r1002540,13/03/2020,"£5,000.00",LAMBERT SMITH HAMPTON GROUP LTD,CONDITION SURVEYS,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002541,13/03/2020,"£5,000.00",LAMBERT SMITH HAMPTON GROUP LTD,CONDITION SURVEYS,ECONOMY DIRECTORATE
Rochdale Borough Council,x1019840,12/03/2020,"£37,700.00",ADOPTION MATTERS NORTHWEST,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d2002254,12/03/2020,"£56,933.86",LIQUIDLOGIC LTD,SOFTWARE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d3003365,12/03/2020,"£7,199.03",KABERRY CONSTRUCTION LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003367,12/03/2020,"£10,000.00",UNITY PARTNERSHIP LTD,ROADWORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003371,12/03/2020,"£5,000.00",SWIFT SECURITY PRODUCTS LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003372,12/03/2020,"£5,000.00",SWIFT SECURITY PRODUCTS LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030012,12/03/2020,"£131,018.55",HOPWOOD HALL COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1002534,12/03/2020,"£28,605.68",P CASEY AND CO LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002536,12/03/2020,"£20,692.01",P CASEY AND CO LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,s1025812,12/03/2020,"£9,297.51",POLLOCK LIFTS,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1019836,12/03/2020,"£51,150.00",OLDHAM COUNCIL,CONTRACTED SERVICES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1019839,12/03/2020,"£30,000.00",ROCHDALE CONNECTION TRUST,PROFESSIONAL FEES,CHILDREN’S SOCIAL CARE
